ID,Name,Full Name,Type 1,Type 2,Fast Move,Fast Move Type,Power,Turns,Energy,Charge Move,Charge Move Type,Power,Energy,Charge Time,Fast DPS,Charge DPS,Total DPS
6586,Zekrom,Zekrom,Dragon,Electric,Charge Beam,Electric,5,3,11,Crunch,Dark,70,45,7.5,3.33,8.53,11.86
6587,Landorus,Landorus (Incarnate Forme),Ground,Flying,Mud Shot,Ground,3,2,9,Rock Slide,Rock,75,45,5,4,13.8,17.8
6588,Landorus,Landorus (Incarnate Forme),Ground,Flying,Mud Shot,Ground,3,2,9,Focus Blast,Fighting,150,75,9,4,15.22,19.22
6589,Landorus,Landorus (Incarnate Forme),Ground,Flying,Mud Shot,Ground,3,2,9,Outrage,Dragon,110,60,7,4,14.43,18.43
6590,Landorus,Landorus (Incarnate Forme),Ground,Flying,Mud Shot,Ground,3,2,9,Earth Power,Ground,90,55,7,4,14.14,18.14
6591,Landorus,Landorus (Incarnate Forme),Ground,Flying,Rock Throw,Rock,8,2,5,Rock Slide,Rock,75,45,9,8,7.67,15.67
6592,Landorus,Landorus (Incarnate Forme),Ground,Flying,Rock Throw,Rock,8,2,5,Focus Blast,Fighting,150,75,15,8,9.13,17.13
6593,Landorus,Landorus (Incarnate Forme),Ground,Flying,Rock Throw,Rock,8,2,5,Outrage,Dragon,110,60,12,8,8.42,16.42
6594,Landorus,Landorus (Incarnate Forme),Ground,Flying,Rock Throw,Rock,8,2,5,Earth Power,Ground,90,55,11,8,9,17
6595,Landorus,Landorus (Therian Forme),Ground,Flying,Mud Shot,Ground,3,2,9,Earthquake,Ground,120,65,8,4,16.5,20.5
6596,Landorus,Landorus (Therian Forme),Ground,Flying,Mud Shot,Ground,3,2,9,Stone Edge,Rock,100,55,7,4,13.14,17.14
6597,Landorus,Landorus (Therian Forme),Ground,Flying,Mud Shot,Ground,3,2,9,Bulldoze,Ground,80,60,7,4,12.57,16.57
6598,Landorus,Landorus (Therian Forme),Ground,Flying,Mud Shot,Ground,3,2,9,Superpower,Fighting,85,40,5,4,15.6,19.6
6599,Landorus,Landorus (Therian Forme),Ground,Flying,Extrasensory,Psychic,8,3,10,Earthquake,Ground,120,65,10.5,5.33,12.57,17.9
6600,Landorus,Landorus (Therian Forme),Ground,Flying,Extrasensory,Psychic,8,3,10,Stone Edge,Rock,100,55,9,5.33,10.22,15.55
6601,Landorus,Landorus (Therian Forme),Ground,Flying,Extrasensory,Psychic,8,3,10,Bulldoze,Ground,80,60,9,5.33,9.78,15.11
6602,Landorus,Landorus (Therian Forme),Ground,Flying,Extrasensory,Psychic,8,3,10,Superpower,Fighting,85,40,6,5.33,13,18.33
6603,Kyurem,Kyurem,Dragon,Ice,Dragon Breath,Dragon,4,1,3,Blizzard,Ice,140,75,12.5,10,9.68,19.68
6604,Kyurem,Kyurem,Dragon,Ice,Dragon Breath,Dragon,4,1,3,Dragon Claw,Dragon,50,35,6,10,8.67,18.67
6605,Kyurem,Kyurem,Dragon,Ice,Dragon Breath,Dragon,4,1,3,Draco Meteor,Dragon,150,65,11,10,14.18,24.18
6606,Kyurem,Kyurem,Dragon,Ice,Steel Wing,Steel,7,2,5,Blizzard,Ice,140,75,15,7,8.07,15.07
6607,Kyurem,Kyurem,Dragon,Ice,Steel Wing,Steel,7,2,5,Dragon Claw,Dragon,50,35,7,7,7.43,14.43
6608,Kyurem,Kyurem,Dragon,Ice,Steel Wing,Steel,7,2,5,Draco Meteor,Dragon,150,65,13,7,12,19
6609,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Quick Attack,Normal,5,2,7,Hyper Beam,Normal,150,80,12,5,12.5,17.5
6610,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Quick Attack,Normal,5,2,7,Psyshock,Psychic,70,45,7,5,8.43,13.43
6611,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Quick Attack,Normal,5,2,7,Thunderbolt,Electric,90,55,8,5,9.38,14.38
6612,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Quick Attack,Normal,5,2,7,Dazzling Gleam,Fairy,110,70,10,5,9.2,14.2
6613,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Confusion,Psychic,16,4,12,Hyper Beam,Normal,150,80,14,7,10.71,17.71
6614,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Confusion,Psychic,16,4,12,Psyshock,Psychic,70,45,8,7,7.38,14.38
6615,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Confusion,Psychic,16,4,12,Thunderbolt,Electric,90,55,10,7,7.5,14.5
6616,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Confusion,Psychic,16,4,12,Dazzling Gleam,Fairy,110,70,12,7,7.67,14.67
6617,Genesect,Genesect,Bug,Steel,Fury Cutter,Bug,2,1,4,Hyper Beam,Normal,150,80,10,6,13.7,19.7
6618,Genesect,Genesect,Bug,Steel,Fury Cutter,Bug,2,1,4,Magnet Bomb,Steel,70,45,6,6,10.67,16.67
6619,Genesect,Genesect,Bug,Steel,Fury Cutter,Bug,2,1,4,X-Scissor,Bug,45,35,4.5,6,11.11,17.11
6620,Genesect,Genesect,Bug,Steel,Metal Claw,Steel,5,2,6,Hyper Beam,Normal,150,80,14,5,9.79,14.79
6621,Genesect,Genesect,Bug,Steel,Metal Claw,Steel,5,2,6,Magnet Bomb,Steel,70,45,8,5,8,13
6622,Genesect,Genesect,Bug,Steel,Metal Claw,Steel,5,2,6,X-Scissor,Bug,45,35,6,5,8.33,13.33
6623,Genesect,Genesect (Burn Drive),Bug,Steel,Fury Cutter,Bug,2,1,4,Flamethrower,Fire,90,55,7,6,11.71,17.71
6624,Genesect,Genesect (Burn Drive),Bug,Steel,Fury Cutter,Bug,2,1,4,Magnet Bomb,Steel,70,45,6,6,10.67,16.67
6625,Genesect,Genesect (Burn Drive),Bug,Steel,Fury Cutter,Bug,2,1,4,X-Scissor,Bug,45,35,4.5,6,11.11,17.11
6626,Genesect,Genesect (Burn Drive),Bug,Steel,Fury Cutter,Bug,2,1,4,Techno Blast - Fire,Bug,45,35,4.5,6,11.11,17.11
6627,Genesect,Genesect (Burn Drive),Bug,Steel,Metal Claw,Steel,5,2,6,Flamethrower,Fire,90,55,10,5,8.2,13.2
6628,Genesect,Genesect (Burn Drive),Bug,Steel,Metal Claw,Steel,5,2,6,Magnet Bomb,Steel,70,45,8,5,8,13
6629,Genesect,Genesect (Burn Drive),Bug,Steel,Metal Claw,Steel,5,2,6,X-Scissor,Bug,45,35,6,5,8.33,13.33
6630,Genesect,Genesect (Burn Drive),Bug,Steel,Metal Claw,Steel,5,2,6,Techno Blast - Fire,Bug,45,35,6,5,8.33,13.33
6631,Chespin,Chespin,Grass,Steel,Vine Whip,Grass,5,3,8,Seed Bomb,Grass,55,40,7.5,4,8.13,12.13
6632,Chespin,Chespin,Grass,Steel,Vine Whip,Grass,5,3,8,Body Slam,Normal,60,35,7.5,4,7.33,11.33
6633,Chespin,Chespin,Grass,Steel,Vine Whip,Grass,5,3,8,Gyro Ball,Steel,80,60,12,4,6.08,10.08
6634,Chespin,Chespin,Grass,Steel,Take Down,Normal,5,3,8,Seed Bomb,Grass,55,40,7.5,3.33,8.13,11.46
6635,Chespin,Chespin,Grass,Steel,Take Down,Normal,5,3,8,Body Slam,Normal,60,35,7.5,3.33,7.33,10.66
6636,Chespin,Chespin,Grass,Steel,Take Down,Normal,5,3,8,Gyro Ball,Steel,80,60,12,3.33,6.08,9.41
6637,Quilladin,Quilladin,Grass,Steel,Low Kick,Fighting,4,2,5,Body Slam,Normal,60,35,7,4,7.86,11.86
6638,Quilladin,Quilladin,Grass,Steel,Low Kick,Fighting,4,2,5,Gyro Ball,Steel,80,60,12,4,6.08,10.08
6639,Quilladin,Quilladin,Grass,Steel,Low Kick,Fighting,4,2,5,Energy Ball,Grass,90,55,11,4,9,13
6640,Quilladin,Quilladin,Grass,Steel,Vine Whip,Grass,5,3,8,Body Slam,Normal,60,35,7.5,4,7.33,11.33
6641,Quilladin,Quilladin,Grass,Steel,Vine Whip,Grass,5,3,8,Gyro Ball,Steel,80,60,12,4,6.08,10.08
6642,Quilladin,Quilladin,Grass,Steel,Vine Whip,Grass,5,3,8,Energy Ball,Grass,90,55,10.5,4,9.43,13.43
6643,Chesnaught,Chesnaught,Grass,Fighting,Low Kick,Fighting,4,2,5,Solar Beam,Grass,150,80,16,4,10.25,14.25
6644,Chesnaught,Chesnaught,Grass,Fighting,Low Kick,Fighting,4,2,5,Gyro Ball,Steel,80,60,12,4,6.08,10.08
6645,Chesnaught,Chesnaught,Grass,Fighting,Low Kick,Fighting,4,2,5,Energy Ball,Grass,90,55,11,4,9,13
6646,Chesnaught,Chesnaught,Grass,Fighting,Low Kick,Fighting,4,2,5,Superpower,Fighting,85,40,8,4,9.75,13.75
6647,Chesnaught,Chesnaught,Grass,Fighting,Vine Whip,Grass,5,3,8,Solar Beam,Grass,150,80,15,4,10.93,14.93
6648,Chesnaught,Chesnaught,Grass,Fighting,Vine Whip,Grass,5,3,8,Gyro Ball,Steel,80,60,12,4,6.08,10.08
6649,Chesnaught,Chesnaught,Grass,Fighting,Vine Whip,Grass,5,3,8,Energy Ball,Grass,90,55,10.5,4,9.43,13.43
6650,Chesnaught,Chesnaught,Grass,Fighting,Vine Whip,Grass,5,3,8,Superpower,Fighting,85,40,7.5,4,10.4,14.4
6651,Chesnaught,Chesnaught,Grass,Fighting,Smack Down,Rock,12,3,8,Solar Beam,Grass,150,80,15,7.33,10.93,18.26
6652,Chesnaught,Chesnaught,Grass,Fighting,Smack Down,Rock,12,3,8,Gyro Ball,Steel,80,60,12,7.33,6.08,13.41
6653,Chesnaught,Chesnaught,Grass,Fighting,Smack Down,Rock,12,3,8,Energy Ball,Grass,90,55,10.5,7.33,9.43,16.76
6654,Chesnaught,Chesnaught,Grass,Fighting,Smack Down,Rock,12,3,8,Superpower,Fighting,85,40,7.5,7.33,10.4,17.73
6655,Fennekin,Fennekin,Fire,Fighting,Ember,Fire,7,2,6,Flamethrower,Fire,90,55,10,8,9.9,17.9
6656,Fennekin,Fennekin,Fire,Fighting,Ember,Fire,7,2,6,Psyshock,Psychic,70,45,8,8,8,16
6657,Fennekin,Fennekin,Fire,Fighting,Ember,Fire,7,2,6,Flame Charge,Fire,65,50,9,8,8,16
6658,Fennekin,Fennekin,Fire,Fighting,Scratch,Normal,4,1,2,Flamethrower,Fire,90,55,14,8,7.07,15.07
6659,Fennekin,Fennekin,Fire,Fighting,Scratch,Normal,4,1,2,Psyshock,Psychic,70,45,11.5,8,5.57,13.57
6660,Fennekin,Fennekin,Fire,Fighting,Scratch,Normal,4,1,2,Flame Charge,Fire,65,50,12.5,8,5.76,13.76
6661,Braixen,Braixen,Fire,Fighting,Ember,Fire,7,2,6,Flamethrower,Fire,90,55,10,8,9.9,17.9
6662,Braixen,Braixen,Fire,Fighting,Ember,Fire,7,2,6,Psyshock,Psychic,70,45,8,8,8,16
6663,Braixen,Braixen,Fire,Fighting,Ember,Fire,7,2,6,Flame Charge,Fire,65,50,9,8,8,16
6664,Braixen,Braixen,Fire,Fighting,Scratch,Normal,4,1,2,Flamethrower,Fire,90,55,14,8,7.07,15.07
6665,Braixen,Braixen,Fire,Fighting,Scratch,Normal,4,1,2,Psyshock,Psychic,70,45,11.5,8,5.57,13.57
6666,Braixen,Braixen,Fire,Fighting,Scratch,Normal,4,1,2,Flame Charge,Fire,65,50,12.5,8,5.76,13.76
6667,Delphox,Delphox,Fire,Psychic,Scratch,Normal,4,1,2,Flamethrower,Fire,90,55,14,8,7.07,15.07
6668,Delphox,Delphox,Fire,Psychic,Scratch,Normal,4,1,2,Flame Charge,Fire,65,50,12.5,8,5.76,13.76
6669,Delphox,Delphox,Fire,Psychic,Scratch,Normal,4,1,2,Fire Blast,Fire,140,80,20,8,7.7,15.7
6670,Delphox,Delphox,Fire,Psychic,Scratch,Normal,4,1,2,Psychic,Psychic,90,55,14,8,5.86,13.86
6671,Delphox,Delphox,Fire,Psychic,Zen Headbutt,Psychic,8,3,6,Flamethrower,Fire,90,55,15,5.33,6.6,11.93
6672,Delphox,Delphox,Fire,Psychic,Zen Headbutt,Psychic,8,3,6,Flame Charge,Fire,65,50,13.5,5.33,5.33,10.66
6673,Delphox,Delphox,Fire,Psychic,Zen Headbutt,Psychic,8,3,6,Fire Blast,Fire,140,80,21,5.33,7.33,12.66
6674,Delphox,Delphox,Fire,Psychic,Zen Headbutt,Psychic,8,3,6,Psychic,Psychic,90,55,15,5.33,5.47,10.8
6675,Delphox,Delphox,Fire,Psychic,Fire Spin,Fire,9,3,10,Flamethrower,Fire,90,55,9,6.67,11,17.67
6676,Delphox,Delphox,Fire,Psychic,Fire Spin,Fire,9,3,10,Flame Charge,Fire,65,50,7.5,6.67,9.6,16.27
6677,Delphox,Delphox,Fire,Psychic,Fire Spin,Fire,9,3,10,Fire Blast,Fire,140,80,12,6.67,12.83,19.5
6678,Delphox,Delphox,Fire,Psychic,Fire Spin,Fire,9,3,10,Psychic,Psychic,90,55,9,6.67,9.11,15.78
6679,Froakie,Froakie,Water,Psychic,Pound,Normal,5,2,4,Aerial Ace,Flying,55,45,12,5,4.25,9.25
6680,Froakie,Froakie,Water,Psychic,Pound,Normal,5,2,4,Water Pulse,Water,70,60,15,5,5.13,10.13
6681,Froakie,Froakie,Water,Psychic,Pound,Normal,5,2,4,Surf,Water,65,40,10,5,7.2,12.2
6682,Froakie,Froakie,Water,Psychic,Bubble,Water,7,3,11,Aerial Ace,Flying,55,45,7.5,5.33,6.8,12.13
6683,Froakie,Froakie,Water,Psychic,Bubble,Water,7,3,11,Water Pulse,Water,70,60,9,5.33,8.56,13.89
6684,Froakie,Froakie,Water,Psychic,Bubble,Water,7,3,11,Surf,Water,65,40,6,5.33,12,17.33
6685,Frogadier,Frogadier,Water,Psychic,Pound,Normal,5,2,4,Aerial Ace,Flying,55,45,12,5,4.25,9.25
6686,Frogadier,Frogadier,Water,Psychic,Pound,Normal,5,2,4,Water Pulse,Water,70,60,15,5,5.13,10.13
6687,Frogadier,Frogadier,Water,Psychic,Pound,Normal,5,2,4,Surf,Water,65,40,10,5,7.2,12.2
6688,Frogadier,Frogadier,Water,Psychic,Bubble,Water,7,3,11,Aerial Ace,Flying,55,45,7.5,5.33,6.8,12.13
6689,Frogadier,Frogadier,Water,Psychic,Bubble,Water,7,3,11,Water Pulse,Water,70,60,9,5.33,8.56,13.89
6690,Frogadier,Frogadier,Water,Psychic,Bubble,Water,7,3,11,Surf,Water,65,40,6,5.33,12,17.33
6691,Greninja,Greninja,Water,Dark,Bubble,Water,7,3,11,Aerial Ace,Flying,55,45,7.5,5.33,6.8,12.13
6692,Greninja,Greninja,Water,Dark,Bubble,Water,7,3,11,Night Slash,Dark,50,35,6,5.33,7.67,13
6693,Greninja,Greninja,Water,Dark,Bubble,Water,7,3,11,Hydro Pump,Water,130,75,10.5,5.33,13.62,18.95
6694,Greninja,Greninja,Water,Dark,Bubble,Water,7,3,11,Surf,Water,65,40,6,5.33,12,17.33
6695,Greninja,Greninja,Water,Dark,Feint Attack,Dark,6,2,6,Aerial Ace,Flying,55,45,8,6,6.38,12.38
6696,Greninja,Greninja,Water,Dark,Feint Attack,Dark,6,2,6,Night Slash,Dark,50,35,6,6,7.67,13.67
6697,Greninja,Greninja,Water,Dark,Feint Attack,Dark,6,2,6,Hydro Pump,Water,130,75,13,6,11,17
6698,Greninja,Greninja,Water,Dark,Feint Attack,Dark,6,2,6,Surf,Water,65,40,7,6,10.29,16.29
6699,Bunnelby,Bunnelby,Normal,Dark,Quick Attack,Normal,5,2,7,Dig,Ground,100,80,12,6,7.67,13.67
6700,Bunnelby,Bunnelby,Normal,Dark,Quick Attack,Normal,5,2,7,Earthquake,Ground,120,65,10,6,11,17
6701,Bunnelby,Bunnelby,Normal,Dark,Quick Attack,Normal,5,2,7,Bulldoze,Ground,80,60,9,6,8.11,14.11
6702,Bunnelby,Bunnelby,Normal,Dark,Mud-Slap,Normal,5,2,7,Dig,Ground,100,80,12,6,7.67,13.67
6703,Bunnelby,Bunnelby,Normal,Dark,Mud-Slap,Normal,5,2,7,Earthquake,Ground,120,65,10,6,11,17
6704,Bunnelby,Bunnelby,Normal,Dark,Mud-Slap,Normal,5,2,7,Bulldoze,Ground,80,60,9,6,8.11,14.11
6705,Diggersby,Diggersby,Normal,Ground,Mud Shot,Ground,3,2,9,Hyper Beam,Normal,150,80,9,3,18.22,21.22
6706,Diggersby,Diggersby,Normal,Ground,Mud Shot,Ground,3,2,9,Dig,Ground,100,80,9,3,10.22,13.22
6707,Diggersby,Diggersby,Normal,Ground,Mud Shot,Ground,3,2,9,Earthquake,Ground,120,65,8,3,13.75,16.75
6708,Diggersby,Diggersby,Normal,Ground,Mud Shot,Ground,3,2,9,Fire Punch,Fire,55,40,5,3,10.2,13.2
6709,Diggersby,Diggersby,Normal,Ground,Quick Attack,Normal,5,2,7,Hyper Beam,Normal,150,80,12,6,13.67,19.67
6710,Diggersby,Diggersby,Normal,Ground,Quick Attack,Normal,5,2,7,Dig,Ground,100,80,12,6,7.67,13.67
6711,Diggersby,Diggersby,Normal,Ground,Quick Attack,Normal,5,2,7,Earthquake,Ground,120,65,10,6,11,17
6712,Diggersby,Diggersby,Normal,Ground,Quick Attack,Normal,5,2,7,Fire Punch,Fire,55,40,6,6,8.5,14.5
6713,Fletchling,Fletchling,Normal,Flying,Peck,Flying,6,2,5,Heat Wave,Fire,95,75,15,6,5.8,11.8
6714,Fletchling,Fletchling,Normal,Flying,Peck,Flying,6,2,5,Aerial Ace,Flying,55,45,9,6,5.67,11.67
6715,Fletchling,Fletchling,Normal,Flying,Peck,Flying,6,2,5,Swift,Normal,60,55,11,6,6,12
6716,Fletchling,Fletchling,Normal,Flying,Quick Attack,Normal,5,2,7,Heat Wave,Fire,95,75,11,6,7.91,13.91
6717,Fletchling,Fletchling,Normal,Flying,Quick Attack,Normal,5,2,7,Aerial Ace,Flying,55,45,7,6,7.29,13.29
6718,Fletchling,Fletchling,Normal,Flying,Quick Attack,Normal,5,2,7,Swift,Normal,60,55,8,6,8.25,14.25
6719,Fletchinder,Fletchinder,Fire,Flying,Ember,Fire,7,2,6,Heat Wave,Fire,95,75,13,8,8,16
6720,Fletchinder,Fletchinder,Fire,Flying,Ember,Fire,7,2,6,Aerial Ace,Flying,55,45,8,8,6.38,14.38
6721,Fletchinder,Fletchinder,Fire,Flying,Ember,Fire,7,2,6,Flame Charge,Fire,65,50,9,8,8,16
6722,Fletchinder,Fletchinder,Fire,Flying,Peck,Flying,6,2,5,Heat Wave,Fire,95,75,15,6,6.93,12.93
6723,Fletchinder,Fletchinder,Fire,Flying,Peck,Flying,6,2,5,Aerial Ace,Flying,55,45,9,6,5.67,11.67
6724,Fletchinder,Fletchinder,Fire,Flying,Peck,Flying,6,2,5,Flame Charge,Fire,65,50,10,6,7.2,13.2
6725,Fletchinder,Fletchinder,Fire,Flying,Steel Wing,Steel,7,2,5,Heat Wave,Fire,95,75,15,7,6.93,13.93
6726,Fletchinder,Fletchinder,Fire,Flying,Steel Wing,Steel,7,2,5,Aerial Ace,Flying,55,45,9,7,5.67,12.67
6727,Fletchinder,Fletchinder,Fire,Flying,Steel Wing,Steel,7,2,5,Flame Charge,Fire,65,50,10,7,7.2,14.2
6728,Talonflame,Talonflame,Fire,Flying,Peck,Flying,6,2,5,Flame Charge,Fire,65,50,10,6,7.2,13.2
6729,Talonflame,Talonflame,Fire,Flying,Peck,Flying,6,2,5,Fire Blast,Fire,140,80,16,6,9.62,15.62
6730,Talonflame,Talonflame,Fire,Flying,Peck,Flying,6,2,5,Hurricane,Flying,110,65,13,6,7.77,13.77
6731,Talonflame,Talonflame,Fire,Flying,Peck,Flying,6,2,5,Brave Bird,Flying,130,55,11,6,10.82,16.82
6732,Talonflame,Talonflame,Fire,Flying,Steel Wing,Steel,7,2,5,Flame Charge,Fire,65,50,10,7,7.2,14.2
6733,Talonflame,Talonflame,Fire,Flying,Steel Wing,Steel,7,2,5,Fire Blast,Fire,140,80,16,7,9.62,16.62
6734,Talonflame,Talonflame,Fire,Flying,Steel Wing,Steel,7,2,5,Hurricane,Flying,110,65,13,7,7.77,14.77
6735,Talonflame,Talonflame,Fire,Flying,Steel Wing,Steel,7,2,5,Brave Bird,Flying,130,55,11,7,10.82,17.82
6736,Talonflame,Talonflame,Fire,Flying,Fire Spin,Fire,9,3,10,Flame Charge,Fire,65,50,7.5,6.67,9.6,16.27
6737,Talonflame,Talonflame,Fire,Flying,Fire Spin,Fire,9,3,10,Fire Blast,Fire,140,80,12,6.67,12.83,19.5
6738,Talonflame,Talonflame,Fire,Flying,Fire Spin,Fire,9,3,10,Hurricane,Flying,110,65,10.5,6.67,9.62,16.29
6739,Talonflame,Talonflame,Fire,Flying,Fire Spin,Fire,9,3,10,Brave Bird,Flying,130,55,9,6.67,13.22,19.89
6740,Talonflame,Talonflame,Fire,Flying,Incinerate,Fire,15,5,20,Flame Charge,Fire,65,50,7.5,6.8,9.6,16.4
6741,Talonflame,Talonflame,Fire,Flying,Incinerate,Fire,15,5,20,Fire Blast,Fire,140,80,10,6.8,15.4,22.2
6742,Talonflame,Talonflame,Fire,Flying,Incinerate,Fire,15,5,20,Hurricane,Flying,110,65,10,6.8,10.1,16.9
6743,Talonflame,Talonflame,Fire,Flying,Incinerate,Fire,15,5,20,Brave Bird,Flying,130,55,7.5,6.8,15.87,22.67
6744,Litleo,Litleo,Fire,Normal,Ember,Fire,7,2,6,Flamethrower,Fire,90,55,10,8,9.9,17.9
6745,Litleo,Litleo,Fire,Normal,Ember,Fire,7,2,6,Flame Charge,Fire,65,50,9,8,8,16
6746,Litleo,Litleo,Fire,Normal,Ember,Fire,7,2,6,Crunch,Dark,70,45,8,8,8,16
6747,Litleo,Litleo,Fire,Normal,Tackle,Normal,3,1,2,Flamethrower,Fire,90,55,14,6,7.07,13.07
6748,Litleo,Litleo,Fire,Normal,Tackle,Normal,3,1,2,Flame Charge,Fire,65,50,12.5,6,5.76,11.76
6749,Litleo,Litleo,Fire,Normal,Tackle,Normal,3,1,2,Crunch,Dark,70,45,11.5,6,5.57,11.57
6750,Litleo,Litleo,Fire,Normal,Fire Fang,Fire,8,2,5,Flamethrower,Fire,90,55,11,9,9,18
6751,Litleo,Litleo,Fire,Normal,Fire Fang,Fire,8,2,5,Flame Charge,Fire,65,50,10,9,7.2,16.2
6752,Litleo,Litleo,Fire,Normal,Fire Fang,Fire,8,2,5,Crunch,Dark,70,45,9,9,7.11,16.11
6753,Pyroar,Pyroar (Male),Fire,Normal,Ember,Fire,7,2,6,Dark Pulse,Dark,80,50,9,8,8.11,16.11
6754,Pyroar,Pyroar (Male),Fire,Normal,Ember,Fire,7,2,6,Flame Charge,Fire,65,50,9,8,8,16
6755,Pyroar,Pyroar (Male),Fire,Normal,Ember,Fire,7,2,6,Solar Beam,Grass,150,80,14,8,9.79,17.79
6756,Pyroar,Pyroar (Male),Fire,Normal,Ember,Fire,7,2,6,Overheat,Fire,130,55,10,8,14.3,22.3
6757,Pyroar,Pyroar (Male),Fire,Normal,Fire Fang,Fire,8,2,5,Dark Pulse,Dark,80,50,10,9,7.3,16.3
6758,Pyroar,Pyroar (Male),Fire,Normal,Fire Fang,Fire,8,2,5,Flame Charge,Fire,65,50,10,9,7.2,16.2
6759,Pyroar,Pyroar (Male),Fire,Normal,Fire Fang,Fire,8,2,5,Solar Beam,Grass,150,80,16,9,8.56,17.56
6760,Pyroar,Pyroar (Male),Fire,Normal,Fire Fang,Fire,8,2,5,Overheat,Fire,130,55,11,9,13,22
6761,Pyroar,Pyroar (Male),Fire,Normal,Take Down,Normal,5,3,8,Dark Pulse,Dark,80,50,10.5,3.33,6.95,10.28
6762,Pyroar,Pyroar (Male),Fire,Normal,Take Down,Normal,5,3,8,Flame Charge,Fire,65,50,10.5,3.33,6.86,10.19
6763,Pyroar,Pyroar (Male),Fire,Normal,Take Down,Normal,5,3,8,Solar Beam,Grass,150,80,15,3.33,9.13,12.46
6764,Pyroar,Pyroar (Male),Fire,Normal,Take Down,Normal,5,3,8,Overheat,Fire,130,55,10.5,3.33,13.62,16.95
6765,Pyroar,Pyroar (Female),Fire,Normal,Fire Fang,Fire,8,2,5,Dark Pulse,Dark,80,50,10,9,7.3,16.3
6766,Pyroar,Pyroar (Female),Fire,Normal,Fire Fang,Fire,8,2,5,Flame Charge,Fire,65,50,10,9,7.2,16.2
6767,Pyroar,Pyroar (Female),Fire,Normal,Fire Fang,Fire,8,2,5,Solar Beam,Grass,150,80,16,9,8.56,17.56
6768,Pyroar,Pyroar (Female),Fire,Normal,Fire Fang,Fire,8,2,5,Overheat,Fire,130,55,11,9,13,22
6769,Pyroar,Pyroar (Female),Fire,Normal,Take Down,Normal,5,3,8,Dark Pulse,Dark,80,50,10.5,3.33,6.95,10.28
6770,Pyroar,Pyroar (Female),Fire,Normal,Take Down,Normal,5,3,8,Flame Charge,Fire,65,50,10.5,3.33,6.86,10.19
6771,Pyroar,Pyroar (Female),Fire,Normal,Take Down,Normal,5,3,8,Solar Beam,Grass,150,80,15,3.33,9.13,12.46
6772,Pyroar,Pyroar (Female),Fire,Normal,Take Down,Normal,5,3,8,Overheat,Fire,130,55,10.5,3.33,13.62,16.95
6773,Pancham,Pancham,Fighting,Normal,Low Kick,Fighting,4,2,5,Low Sweep,Fighting,40,40,8,5,5.5,10.5
6774,Pancham,Pancham,Fighting,Normal,Low Kick,Fighting,4,2,5,Body Slam,Normal,60,35,7,5,7.86,12.86
6775,Pancham,Pancham,Fighting,Normal,Low Kick,Fighting,4,2,5,Crunch,Dark,70,45,9,5,7.11,12.11
6776,Pancham,Pancham,Fighting,Normal,Tackle,Normal,3,1,2,Low Sweep,Fighting,40,40,10,6,4.4,10.4
6777,Pancham,Pancham,Fighting,Normal,Tackle,Normal,3,1,2,Body Slam,Normal,60,35,9,6,6.11,12.11
6778,Pancham,Pancham,Fighting,Normal,Tackle,Normal,3,1,2,Crunch,Dark,70,45,11.5,6,5.57,11.57
6779,Pangoro,Pangoro,Fighting,Dark,Low Kick,Fighting,4,2,5,Night Slash,Dark,50,35,7,5,6.57,11.57
6780,Pangoro,Pangoro,Fighting,Dark,Low Kick,Fighting,4,2,5,Rock Slide,Rock,75,45,9,5,7.67,12.67
6781,Pangoro,Pangoro,Fighting,Dark,Low Kick,Fighting,4,2,5,Iron Head,Steel,70,50,10,5,6.4,11.4
6782,Pangoro,Pangoro,Fighting,Dark,Low Kick,Fighting,4,2,5,Close Combat,Fighting,100,45,9,5,12.22,17.22
6783,Pangoro,Pangoro,Fighting,Dark,Bullet Punch,Steel,6,2,7,Night Slash,Dark,50,35,5,6,9.2,15.2
6784,Pangoro,Pangoro,Fighting,Dark,Bullet Punch,Steel,6,2,7,Rock Slide,Rock,75,45,7,6,9.86,15.86
6785,Pangoro,Pangoro,Fighting,Dark,Bullet Punch,Steel,6,2,7,Iron Head,Steel,70,50,8,6,8,14
6786,Pangoro,Pangoro,Fighting,Dark,Bullet Punch,Steel,6,2,7,Close Combat,Fighting,100,45,7,6,15.71,21.71
6787,Pangoro,Pangoro,Fighting,Dark,Snarl,Dark,5,3,13,Night Slash,Dark,50,35,4.5,3.33,10.22,13.55
6788,Pangoro,Pangoro,Fighting,Dark,Snarl,Dark,5,3,13,Rock Slide,Rock,75,45,6,3.33,11.5,14.83
6789,Pangoro,Pangoro,Fighting,Dark,Snarl,Dark,5,3,13,Iron Head,Steel,70,50,6,3.33,10.67,14
6790,Pangoro,Pangoro,Fighting,Dark,Snarl,Dark,5,3,13,Close Combat,Fighting,100,45,6,3.33,18.33,21.66
