ID,Name,Full Name,Fast Move,Charge Move
4630,Tranquill,Tranquill,Air Slash,Aerial Ace
4631,Tranquill,Tranquill,Air Slash,Sky Attack
4632,Unfezant,Unfezant,Steel Wing,Hyper Beam
4633,Unfezant,Unfezant,Steel Wing,Heat Wave
4634,Unfezant,Unfezant,Steel Wing,Sky Attack
4635,Unfezant,Unfezant,Air Slash,Hyper Beam
4636,Unfezant,Unfezant,Air Slash,Heat Wave
4637,Unfezant,Unfezant,Air Slash,Sky Attack
4638,Blitzle,Blitzle,Spark,Discharge
4639,Blitzle,Blitzle,Spark,Thunderbolt
4640,Blitzle,Blitzle,Spark,Flame Charge
4641,Blitzle,Blitzle,Quick Attack,Discharge
4642,Blitzle,Blitzle,Quick Attack,Thunderbolt
4643,Blitzle,Blitzle,Quick Attack,Flame Charge
4644,Zebstrika,Zebstrika,Spark,Discharge
4645,Zebstrika,Zebstrika,Spark,Flame Charge
4646,Zebstrika,Zebstrika,Spark,Wild Charge
4647,Zebstrika,Zebstrika,Low Kick,Discharge
4648,Zebstrika,Zebstrika,Low Kick,Flame Charge
4649,Zebstrika,Zebstrika,Low Kick,Wild Charge
4650,Roggenrola,Roggenrola,Tackle,Stone Edge
4651,Roggenrola,Roggenrola,Tackle,Bulldoze
4652,Roggenrola,Roggenrola,Tackle,Rock Blast
4653,Roggenrola,Roggenrola,Smack Down,Stone Edge
4654,Roggenrola,Roggenrola,Smack Down,Bulldoze
4655,Roggenrola,Roggenrola,Smack Down,Rock Blast
4656,Boldore,Boldore,Mud-Slap,Stone Edge
4657,Boldore,Boldore,Mud-Slap,Rock Slide
4658,Boldore,Boldore,Mud-Slap,Bulldoze
4659,Boldore,Boldore,Smack Down,Stone Edge
4660,Boldore,Boldore,Smack Down,Rock Slide
4661,Boldore,Boldore,Smack Down,Bulldoze
4662,Gigalith,Gigalith,Mud-Slap,Rock Slide
4663,Gigalith,Gigalith,Mud-Slap,Solar Beam
4664,Gigalith,Gigalith,Mud-Slap,Heavy Slam
4665,Gigalith,Gigalith,Mud-Slap,Superpower
4666,Gigalith,Gigalith,Smack Down,Rock Slide
4667,Gigalith,Gigalith,Smack Down,Solar Beam
4668,Gigalith,Gigalith,Smack Down,Heavy Slam
4669,Gigalith,Gigalith,Smack Down,Superpower
4670,Woobat,Woobat,Confusion,Aerial Ace
4671,Woobat,Woobat,Confusion,Psyshock
4672,Woobat,Woobat,Confusion,Air Cutter
4673,Woobat,Woobat,Air Slash,Aerial Ace
4674,Woobat,Woobat,Air Slash,Psyshock
4675,Woobat,Woobat,Air Slash,Air Cutter
4676,Swoobat,Swoobat,Confusion,Aerial Ace
4677,Swoobat,Swoobat,Confusion,Psychic
4678,Swoobat,Swoobat,Confusion,Future Sight
4679,Swoobat,Swoobat,Air Slash,Aerial Ace
4680,Swoobat,Swoobat,Air Slash,Psychic
4681,Swoobat,Swoobat,Air Slash,Future Sight
4682,Drilbur,Drilbur,Scratch,Dig
4683,Drilbur,Drilbur,Scratch,Drill Run
4684,Drilbur,Drilbur,Scratch,Rock Tomb
4685,Drilbur,Drilbur,Mud-Slap,Dig
4686,Drilbur,Drilbur,Mud-Slap,Drill Run
4687,Drilbur,Drilbur,Mud-Slap,Rock Tomb
4688,Excadrill,Excadrill,Mud Shot,Earthquake
4689,Excadrill,Excadrill,Mud Shot,Drill Run
4690,Excadrill,Excadrill,Mud Shot,Rock Slide
4691,Excadrill,Excadrill,Mud Shot,Iron Head
4692,Excadrill,Excadrill,Metal Claw,Earthquake
4693,Excadrill,Excadrill,Metal Claw,Drill Run
4694,Excadrill,Excadrill,Metal Claw,Rock Slide
4695,Excadrill,Excadrill,Metal Claw,Iron Head
4696,Excadrill,Excadrill,Mud-Slap,Earthquake
4697,Excadrill,Excadrill,Mud-Slap,Drill Run
4698,Excadrill,Excadrill,Mud-Slap,Rock Slide
4699,Excadrill,Excadrill,Mud-Slap,Iron Head
4700,Audino,Audino,Pound,Hyper Beam
4701,Audino,Audino,Pound,Disarming Voice
4702,Audino,Audino,Pound,Dazzling Gleam
4703,Audino,Audino,Zen Headbutt,Hyper Beam
4704,Audino,Audino,Zen Headbutt,Disarming Voice
4705,Audino,Audino,Zen Headbutt,Dazzling Gleam
4706,Timburr,Timburr,Low Kick,Low Sweep
4707,Timburr,Timburr,Low Kick,Rock Tomb
4708,Timburr,Timburr,Low Kick,Brick Break
4709,Timburr,Timburr,Pound,Low Sweep
4710,Timburr,Timburr,Pound,Rock Tomb
4711,Timburr,Timburr,Pound,Brick Break
4712,Gurdurr,Gurdurr,Low Kick,Stone Edge
4713,Gurdurr,Gurdurr,Low Kick,Low Sweep
4714,Gurdurr,Gurdurr,Low Kick,Brick Break
4715,Gurdurr,Gurdurr,Poison Jab,Stone Edge
4716,Gurdurr,Gurdurr,Poison Jab,Low Sweep
4717,Gurdurr,Gurdurr,Poison Jab,Brick Break
4718,Conkeldurr,Conkeldurr,Poison Jab,Stone Edge
4719,Conkeldurr,Conkeldurr,Poison Jab,Dynamic Punch
4720,Conkeldurr,Conkeldurr,Poison Jab,Focus Blast
4721,Conkeldurr,Conkeldurr,Counter,Stone Edge
4722,Conkeldurr,Conkeldurr,Counter,Dynamic Punch
4723,Conkeldurr,Conkeldurr,Counter,Focus Blast
4724,Tympole,Tympole,Mud Shot,Sludge Wave
4725,Tympole,Tympole,Mud Shot,Mud Bomb
4726,Tympole,Tympole,Mud Shot,Water Pulse
4727,Tympole,Tympole,Bubble,Sludge Wave
4728,Tympole,Tympole,Bubble,Mud Bomb
4729,Tympole,Tympole,Bubble,Water Pulse
4730,Palpitoad,Palpitoad,Mud Shot,Sludge Wave
4731,Palpitoad,Palpitoad,Mud Shot,Water Pulse
4732,Palpitoad,Palpitoad,Mud Shot,Earth Power
4733,Palpitoad,Palpitoad,Bubble,Sludge Wave
4734,Palpitoad,Palpitoad,Bubble,Water Pulse
4735,Palpitoad,Palpitoad,Bubble,Earth Power
4736,Seismitoad,Seismitoad,Mud Shot,Sludge Bomb
4737,Seismitoad,Seismitoad,Mud Shot,Earth Power
4738,Seismitoad,Seismitoad,Mud Shot,Muddy Water
4739,Seismitoad,Seismitoad,Bubble,Sludge Bomb
4740,Seismitoad,Seismitoad,Bubble,Earth Power
4741,Seismitoad,Seismitoad,Bubble,Muddy Water
4742,Throh,Throh,Low Kick,Low Sweep
4743,Throh,Throh,Low Kick,Body Slam
4744,Throh,Throh,Low Kick,Focus Blast
4745,Throh,Throh,Zen Headbutt,Low Sweep
4746,Throh,Throh,Zen Headbutt,Body Slam
4747,Throh,Throh,Zen Headbutt,Focus Blast
4748,Sawk,Sawk,Low Kick,Low Sweep
4749,Sawk,Sawk,Low Kick,Body Slam
4750,Sawk,Sawk,Low Kick,Focus Blast
4751,Sawk,Sawk,Poison Jab,Low Sweep
4752,Sawk,Sawk,Poison Jab,Body Slam
4753,Sawk,Sawk,Poison Jab,Focus Blast
4754,Sewaddle,Sewaddle,Bug Bite,Seed Bomb
4755,Sewaddle,Sewaddle,Bug Bite,Silver Wind
4756,Sewaddle,Sewaddle,Bug Bite,Energy Ball
4757,Sewaddle,Sewaddle,Struggle Bug,Seed Bomb
4758,Sewaddle,Sewaddle,Struggle Bug,Silver Wind
4759,Sewaddle,Sewaddle,Struggle Bug,Energy Ball
4760,Swadloon,Swadloon,Bug Bite,Bug Buzz
4761,Swadloon,Swadloon,Bug Bite,Silver Wind
4762,Swadloon,Swadloon,Bug Bite,Energy Ball
4763,Swadloon,Swadloon,Struggle Bug,Bug Buzz
4764,Swadloon,Swadloon,Struggle Bug,Silver Wind
4765,Swadloon,Swadloon,Struggle Bug,Energy Ball
4766,Leavanny,Leavanny,Bug Bite,X-Scissor
4767,Leavanny,Leavanny,Bug Bite,Leaf Blade
4768,Leavanny,Leavanny,Bug Bite,Silver Wind
4769,Leavanny,Leavanny,Bug Bite,Leaf Storm
4770,Leavanny,Leavanny,Razor Leaf,X-Scissor
4771,Leavanny,Leavanny,Razor Leaf,Leaf Blade
4772,Leavanny,Leavanny,Razor Leaf,Silver Wind
4773,Leavanny,Leavanny,Razor Leaf,Leaf Storm
4774,Venipede,Venipede,Bug Bite,Sludge Bomb
4775,Venipede,Venipede,Bug Bite,Signal Beam
4776,Venipede,Venipede,Bug Bite,Gyro Ball
4777,Venipede,Venipede,Poison Sting,Sludge Bomb
4778,Venipede,Venipede,Poison Sting,Signal Beam
4779,Venipede,Venipede,Poison Sting,Gyro Ball
4780,Whirlipede,Whirlipede,Bug Bite,Sludge Bomb
4781,Whirlipede,Whirlipede,Bug Bite,Signal Beam
4782,Whirlipede,Whirlipede,Bug Bite,Gyro Ball
4783,Whirlipede,Whirlipede,Poison Sting,Sludge Bomb
4784,Whirlipede,Whirlipede,Poison Sting,Signal Beam
4785,Whirlipede,Whirlipede,Poison Sting,Gyro Ball
4786,Scolipede,Scolipede,Bug Bite,Megahorn
4787,Scolipede,Scolipede,Bug Bite,Sludge Bomb
4788,Scolipede,Scolipede,Bug Bite,X-Scissor
4789,Scolipede,Scolipede,Bug Bite,Gyro Ball
4790,Scolipede,Scolipede,Poison Jab,Megahorn
4791,Scolipede,Scolipede,Poison Jab,Sludge Bomb
4792,Scolipede,Scolipede,Poison Jab,X-Scissor
4793,Scolipede,Scolipede,Poison Jab,Gyro Ball
4794,Cottonee,Cottonee,Razor Leaf,Seed Bomb
4795,Cottonee,Cottonee,Razor Leaf,Grass Knot
4796,Cottonee,Cottonee,Razor Leaf,Energy Ball
4797,Cottonee,Cottonee,Charm,Seed Bomb
4798,Cottonee,Cottonee,Charm,Grass Knot
4799,Cottonee,Cottonee,Charm,Energy Ball
4800,Whimsicott,Whimsicott,Razor Leaf,Moonblast
4801,Whimsicott,Whimsicott,Razor Leaf,Hurricane
4802,Whimsicott,Whimsicott,Razor Leaf,Grass Knot
4803,Whimsicott,Whimsicott,Charm,Moonblast
4804,Whimsicott,Whimsicott,Charm,Hurricane
4805,Whimsicott,Whimsicott,Charm,Grass Knot
4806,Petilil,Petilil,Hidden Power,Seed Bomb
4807,Petilil,Petilil,Hidden Power,Energy Ball
4808,Petilil,Petilil,Charm,Seed Bomb
4809,Petilil,Petilil,Charm,Energy Ball
4810,Lilligant,Lilligant,Hidden Power,Hyper Beam
4811,Lilligant,Lilligant,Hidden Power,Petal Blizzard
4812,Lilligant,Lilligant,Hidden Power,Solar Beam
4813,Lilligant,Lilligant,Charm,Hyper Beam
4814,Lilligant,Lilligant,Charm,Petal Blizzard
4815,Lilligant,Lilligant,Charm,Solar Beam
4816,Basculin,Basculin (Red-Striped Form),Tackle,Aqua Jet
4817,Basculin,Basculin (Red-Striped Form),Tackle,Aqua Tail
4818,Basculin,Basculin (Red-Striped Form),Tackle,Muddy Water
4819,Basculin,Basculin (Red-Striped Form),Water Gun,Aqua Jet
4820,Basculin,Basculin (Red-Striped Form),Water Gun,Aqua Tail
4821,Basculin,Basculin (Red-Striped Form),Water Gun,Muddy Water
4822,Basculin,Basculin (Blue-Striped Form),Tackle,Aqua Jet
4823,Basculin,Basculin (Blue-Striped Form),Tackle,Aqua Tail
4824,Basculin,Basculin (Blue-Striped Form),Tackle,Muddy Water
4825,Basculin,Basculin (Blue-Striped Form),Water Gun,Aqua Jet
4826,Basculin,Basculin (Blue-Striped Form),Water Gun,Aqua Tail
4827,Basculin,Basculin (Blue-Striped Form),Water Gun,Muddy Water
4828,Sandile,Sandile,Bite,Dig
4829,Sandile,Sandile,Bite,Bulldoze
4830,Sandile,Sandile,Bite,Crunch
4831,Sandile,Sandile,Mud-Slap,Dig
4832,Sandile,Sandile,Mud-Slap,Bulldoze
4833,Sandile,Sandile,Mud-Slap,Crunch
4834,Krokorok,Krokorok,Bite,Earthquake
4835,Krokorok,Krokorok,Bite,Bulldoze
4836,Krokorok,Krokorok,Bite,Crunch
4837,Krokorok,Krokorok,Mud-Slap,Earthquake
4838,Krokorok,Krokorok,Mud-Slap,Bulldoze
4839,Krokorok,Krokorok,Mud-Slap,Crunch
4840,Krookodile,Krookodile,Mud-Slap,Earthquake
4841,Krookodile,Krookodile,Mud-Slap,Outrage
4842,Krookodile,Krookodile,Mud-Slap,Crunch
4843,Krookodile,Krookodile,Snarl,Earthquake
4844,Krookodile,Krookodile,Snarl,Outrage
4845,Krookodile,Krookodile,Snarl,Crunch
4846,Darumaka,Darumaka,Tackle,Flame Charge
4847,Darumaka,Darumaka,Tackle,Fire Punch
4848,Darumaka,Darumaka,Fire Fang,Flame Charge
4849,Darumaka,Darumaka,Fire Fang,Fire Punch
4850,Darumaka,Darumaka (Galarian Darumaka),Tackle,Ice Punch
4851,Darumaka,Darumaka (Galarian Darumaka),Tackle,Ice Beam
4852,Darumaka,Darumaka (Galarian Darumaka),Ice Fang,Ice Punch
4853,Darumaka,Darumaka (Galarian Darumaka),Ice Fang,Ice Beam
4854,Darmanitan,Darmanitan (Standard Mode),Tackle,Rock Slide
4855,Darmanitan,Darmanitan (Standard Mode),Tackle,Psychic
4856,Darmanitan,Darmanitan (Standard Mode),Tackle,Focus Blast
4857,Darmanitan,Darmanitan (Standard Mode),Tackle,Overheat
4858,Darmanitan,Darmanitan (Standard Mode),Fire Fang,Rock Slide
4859,Darmanitan,Darmanitan (Standard Mode),Fire Fang,Psychic
4860,Darmanitan,Darmanitan (Standard Mode),Fire Fang,Focus Blast
4861,Darmanitan,Darmanitan (Standard Mode),Fire Fang,Overheat
4862,Darmanitan,Darmanitan (Standard Mode),Incinerate,Rock Slide
4863,Darmanitan,Darmanitan (Standard Mode),Incinerate,Psychic
4864,Darmanitan,Darmanitan (Standard Mode),Incinerate,Focus Blast
4865,Darmanitan,Darmanitan (Standard Mode),Incinerate,Overheat
4866,Darmanitan,Darmanitan (Galarian Standard Mode),Tackle,Ice Punch
4867,Darmanitan,Darmanitan (Galarian Standard Mode),Tackle,Avalanche
4868,Darmanitan,Darmanitan (Galarian Standard Mode),Tackle,Overheat
4869,Darmanitan,Darmanitan (Galarian Standard Mode),Tackle,Superpower
4870,Darmanitan,Darmanitan (Galarian Standard Mode),Ice Fang,Ice Punch
4871,Darmanitan,Darmanitan (Galarian Standard Mode),Ice Fang,Avalanche
4872,Darmanitan,Darmanitan (Galarian Standard Mode),Ice Fang,Overheat
4873,Darmanitan,Darmanitan (Galarian Standard Mode),Ice Fang,Superpower
4874,Maractus,Maractus,Poison Jab,Aerial Ace
4875,Maractus,Maractus,Poison Jab,Petal Blizzard
4876,Maractus,Maractus,Poison Jab,Solar Beam
4877,Maractus,Maractus,Bullet Seed,Aerial Ace
4878,Maractus,Maractus,Bullet Seed,Petal Blizzard
4879,Maractus,Maractus,Bullet Seed,Solar Beam
4880,Dwebble,Dwebble,Cut,Rock Tomb
4881,Dwebble,Dwebble,Cut,X-Scissor
4882,Dwebble,Dwebble,Cut,Rock Blast
4883,Dwebble,Dwebble,Smack Down,Rock Tomb
4884,Dwebble,Dwebble,Smack Down,X-Scissor
4885,Dwebble,Dwebble,Smack Down,Rock Blast
4886,Crustle,Crustle,Fury Cutter,Rock Slide
4887,Crustle,Crustle,Fury Cutter,X-Scissor
4888,Crustle,Crustle,Fury Cutter,Rock Blast
4889,Crustle,Crustle,Smack Down,Rock Slide
4890,Crustle,Crustle,Smack Down,X-Scissor
4891,Crustle,Crustle,Smack Down,Rock Blast
4892,Scraggy,Scraggy,Feint Attack,Brick Break
4893,Scraggy,Scraggy,Feint Attack,Foul Play
4894,Scraggy,Scraggy,Feint Attack,Acid Spray
4895,Scraggy,Scraggy,Rock Smash,Brick Break
4896,Scraggy,Scraggy,Rock Smash,Foul Play
4897,Scraggy,Scraggy,Rock Smash,Acid Spray
4898,Scrafty,Scrafty,Counter,Foul Play
4899,Scrafty,Scrafty,Counter,Acid Spray
4900,Scrafty,Scrafty,Counter,Power-Up Punch
4901,Scrafty,Scrafty,Snarl,Foul Play
4902,Scrafty,Scrafty,Snarl,Acid Spray
4903,Scrafty,Scrafty,Snarl,Power-Up Punch
4904,Sigilyph,Sigilyph,Zen Headbutt,Psybeam
4905,Sigilyph,Sigilyph,Zen Headbutt,Ancient Power
4906,Sigilyph,Sigilyph,Zen Headbutt,Signal Beam
4907,Sigilyph,Sigilyph,Zen Headbutt,Air Cutter
4908,Sigilyph,Sigilyph,Air Slash,Psybeam
4909,Sigilyph,Sigilyph,Air Slash,Ancient Power
4910,Sigilyph,Sigilyph,Air Slash,Signal Beam
4911,Sigilyph,Sigilyph,Air Slash,Air Cutter
4912,Yamask,Yamask,Zen Headbutt,Dark Pulse
4913,Yamask,Yamask,Zen Headbutt,Ominous Wind
4914,Yamask,Yamask,Zen Headbutt,Shadow Ball
4915,Yamask,Yamask,Zen Headbutt,Frustration
4916,Yamask,Yamask,Astonish,Dark Pulse
4917,Yamask,Yamask,Astonish,Ominous Wind
4918,Yamask,Yamask,Astonish,Shadow Ball
4919,Yamask,Yamask,Astonish,Frustration
4920,Yamask,Yamask (Galarian Yamask),Astonish,Rock Tomb
4921,Yamask,Yamask (Galarian Yamask),Astonish,Night Shade
4922,Cofagrigus,Cofagrigus,Shadow Claw,Dark Pulse
4923,Cofagrigus,Cofagrigus,Shadow Claw,Shadow Ball
4924,Cofagrigus,Cofagrigus,Shadow Claw,Psychic
4925,Cofagrigus,Cofagrigus,Shadow Claw,Frustration
4926,Cofagrigus,Cofagrigus,Zen Headbutt,Dark Pulse
4927,Cofagrigus,Cofagrigus,Zen Headbutt,Shadow Ball
4928,Cofagrigus,Cofagrigus,Zen Headbutt,Psychic
4929,Cofagrigus,Cofagrigus,Zen Headbutt,Frustration
4930,Cofagrigus,Cofagrigus,Astonish,Dark Pulse
4931,Cofagrigus,Cofagrigus,Astonish,Shadow Ball
4932,Cofagrigus,Cofagrigus,Astonish,Psychic
4933,Cofagrigus,Cofagrigus,Astonish,Frustration
4934,Tirtouga,Tirtouga,Bite,Ancient Power
4935,Tirtouga,Tirtouga,Bite,Body Slam
4936,Tirtouga,Tirtouga,Bite,Surf
4937,Tirtouga,Tirtouga,Water Gun,Ancient Power
4938,Tirtouga,Tirtouga,Water Gun,Body Slam
4939,Tirtouga,Tirtouga,Water Gun,Surf
4940,Carracosta,Carracosta,Rock Throw,Ancient Power
4941,Carracosta,Carracosta,Rock Throw,Body Slam
4942,Carracosta,Carracosta,Rock Throw,Surf
4943,Carracosta,Carracosta,Water Gun,Ancient Power
4944,Carracosta,Carracosta,Water Gun,Body Slam
4945,Carracosta,Carracosta,Water Gun,Surf
4946,Archen,Archen,Wing Attack,Ancient Power
4947,Archen,Archen,Wing Attack,Dragon Claw
4948,Archen,Archen,Wing Attack,Crunch
4949,Archen,Archen,Quick Attack,Ancient Power
4950,Archen,Archen,Quick Attack,Dragon Claw
4951,Archen,Archen,Quick Attack,Crunch
4952,Archeops,Archeops,Wing Attack,Ancient Power
4953,Archeops,Archeops,Wing Attack,Dragon Claw
4954,Archeops,Archeops,Wing Attack,Crunch
4955,Archeops,Archeops,Steel Wing,Ancient Power
4956,Archeops,Archeops,Steel Wing,Dragon Claw
4957,Archeops,Archeops,Steel Wing,Crunch
4958,Trubbish,Trubbish,Pound,Seed Bomb
4959,Trubbish,Trubbish,Pound,Gunk Shot
4960,Trubbish,Trubbish,Take Down,Seed Bomb
4961,Trubbish,Trubbish,Take Down,Gunk Shot
4962,Garbodor,Garbodor,Infestation,Seed Bomb
4963,Garbodor,Garbodor,Infestation,Gunk Shot
4964,Garbodor,Garbodor,Infestation,Body Slam
4965,Garbodor,Garbodor,Infestation,Acid Spray
4966,Garbodor,Garbodor,Take Down,Seed Bomb
4967,Garbodor,Garbodor,Take Down,Gunk Shot
4968,Garbodor,Garbodor,Take Down,Body Slam
4969,Garbodor,Garbodor,Take Down,Acid Spray
4970,Minccino,Minccino,Pound,Aqua Tail
4971,Minccino,Minccino,Pound,Thunderbolt
4972,Minccino,Minccino,Pound,Swift
4973,Minccino,Minccino,Charm,Aqua Tail
4974,Minccino,Minccino,Charm,Thunderbolt
4975,Minccino,Minccino,Charm,Swift
4976,Cinccino,Cinccino,Pound,Hyper Beam
4977,Cinccino,Cinccino,Pound,Aqua Tail
4978,Cinccino,Cinccino,Pound,Thunderbolt
4979,Cinccino,Cinccino,Charm,Hyper Beam
4980,Cinccino,Cinccino,Charm,Aqua Tail
4981,Cinccino,Cinccino,Charm,Thunderbolt
4982,Gothita,Gothita,Pound,Psybeam
4983,Gothita,Gothita,Pound,Psyshock
4984,Gothita,Gothita,Pound,Psychic
4985,Gothita,Gothita,Confusion,Psybeam
4986,Gothita,Gothita,Confusion,Psyshock
4987,Gothita,Gothita,Confusion,Psychic
4988,Gothorita,Gothorita,Pound,Psybeam
4989,Gothorita,Gothorita,Pound,Psychic
4990,Gothorita,Gothorita,Pound,Future Sight
4991,Gothorita,Gothorita,Confusion,Psybeam
4992,Gothorita,Gothorita,Confusion,Psychic
4993,Gothorita,Gothorita,Confusion,Future Sight
4994,Gothitelle,Gothitelle,Confusion,Rock Slide
4995,Gothitelle,Gothitelle,Confusion,Psychic
4996,Gothitelle,Gothitelle,Confusion,Future Sight
4997,Gothitelle,Gothitelle,Charm,Rock Slide
4998,Gothitelle,Gothitelle,Charm,Psychic
4999,Gothitelle,Gothitelle,Charm,Future Sight
5000,Solosis,Solosis,Zen Headbutt,Psyshock
5001,Solosis,Solosis,Zen Headbutt,Thunder
5002,Solosis,Solosis,Zen Headbutt,Night Shade
5003,Solosis,Solosis,Hidden Power,Psyshock
5004,Solosis,Solosis,Hidden Power,Thunder
5005,Solosis,Solosis,Hidden Power,Night Shade
5006,Duosion,Duosion,Zen Headbutt,Psyshock
5007,Duosion,Duosion,Zen Headbutt,Thunder
5008,Duosion,Duosion,Zen Headbutt,Night Shade
5009,Duosion,Duosion,Hidden Power,Psyshock
5010,Duosion,Duosion,Hidden Power,Thunder
5011,Duosion,Duosion,Hidden Power,Night Shade
5012,Reuniclus,Reuniclus,Zen Headbutt,Shadow Ball
5013,Reuniclus,Reuniclus,Zen Headbutt,Thunder
5014,Reuniclus,Reuniclus,Zen Headbutt,Future Sight
5015,Reuniclus,Reuniclus,Hidden Power,Shadow Ball
5016,Reuniclus,Reuniclus,Hidden Power,Thunder
5017,Reuniclus,Reuniclus,Hidden Power,Future Sight
5018,Ducklett,Ducklett,Wing Attack,Aerial Ace
5019,Ducklett,Ducklett,Wing Attack,Bubble Beam
5020,Ducklett,Ducklett,Wing Attack,Brave Bird
5021,Ducklett,Ducklett,Water Gun,Aerial Ace
5022,Ducklett,Ducklett,Water Gun,Bubble Beam
5023,Ducklett,Ducklett,Water Gun,Brave Bird
5024,Swanna,Swanna,Water Gun,Ice Beam
5025,Swanna,Swanna,Water Gun,Bubble Beam
5026,Swanna,Swanna,Water Gun,Hurricane
5027,Swanna,Swanna,Air Slash,Ice Beam
5028,Swanna,Swanna,Air Slash,Bubble Beam
5029,Swanna,Swanna,Air Slash,Hurricane
5030,Vanillite,Vanillite,Powder Snow,Ice Beam
5031,Vanillite,Vanillite,Powder Snow,Signal Beam
5032,Vanillite,Vanillite,Powder Snow,Icy Wind
5033,Vanillite,Vanillite,Astonish,Ice Beam
5034,Vanillite,Vanillite,Astonish,Signal Beam
5035,Vanillite,Vanillite,Astonish,Icy Wind
5036,Vanillish,Vanillish,Frost Breath,Ice Beam
5037,Vanillish,Vanillish,Frost Breath,Signal Beam
5038,Vanillish,Vanillish,Frost Breath,Icy Wind
5039,Vanillish,Vanillish,Astonish,Ice Beam
5040,Vanillish,Vanillish,Astonish,Signal Beam
5041,Vanillish,Vanillish,Astonish,Icy Wind
5042,Vanilluxe,Vanilluxe,Frost Breath,Flash Cannon
5043,Vanilluxe,Vanilluxe,Frost Breath,Blizzard
5044,Vanilluxe,Vanilluxe,Frost Breath,Signal Beam
5045,Vanilluxe,Vanilluxe,Astonish,Flash Cannon
5046,Vanilluxe,Vanilluxe,Astonish,Blizzard
5047,Vanilluxe,Vanilluxe,Astonish,Signal Beam
5048,Deerling,Deerling (Spring Form),Tackle,Seed Bomb
5049,Deerling,Deerling (Spring Form),Tackle,Wild Charge
5050,Deerling,Deerling (Spring Form),Tackle,Energy Ball
5051,Deerling,Deerling (Spring Form),Take Down,Seed Bomb
5052,Deerling,Deerling (Spring Form),Take Down,Wild Charge
5053,Deerling,Deerling (Spring Form),Take Down,Energy Ball
5054,Deerling,Deerling (Autumn Form),Tackle,Seed Bomb
5055,Deerling,Deerling (Autumn Form),Tackle,Wild Charge
5056,Deerling,Deerling (Autumn Form),Tackle,Energy Ball
5057,Deerling,Deerling (Autumn Form),Take Down,Seed Bomb
5058,Deerling,Deerling (Autumn Form),Take Down,Wild Charge
5059,Deerling,Deerling (Autumn Form),Take Down,Energy Ball
5060,Deerling,Deerling (Summer Form),Tackle,Seed Bomb
5061,Deerling,Deerling (Summer Form),Tackle,Wild Charge
5062,Deerling,Deerling (Summer Form),Tackle,Energy Ball
5063,Deerling,Deerling (Summer Form),Take Down,Seed Bomb
5064,Deerling,Deerling (Summer Form),Take Down,Wild Charge
5065,Deerling,Deerling (Summer Form),Take Down,Energy Ball
5066,Deerling,Deerling (Winter Form),Tackle,Seed Bomb
5067,Deerling,Deerling (Winter Form),Tackle,Wild Charge
5068,Deerling,Deerling (Winter Form),Tackle,Energy Ball
5069,Deerling,Deerling (Winter Form),Take Down,Seed Bomb
5070,Deerling,Deerling (Winter Form),Take Down,Wild Charge
5071,Deerling,Deerling (Winter Form),Take Down,Energy Ball
5072,Sawsbuck,Sawsbuck (Spring Form),Feint Attack,Hyper Beam
5073,Sawsbuck,Sawsbuck (Spring Form),Feint Attack,Megahorn
5074,Sawsbuck,Sawsbuck (Spring Form),Feint Attack,Solar Beam
5075,Sawsbuck,Sawsbuck (Spring Form),Feint Attack,Wild Charge
5076,Sawsbuck,Sawsbuck (Spring Form),Take Down,Hyper Beam
5077,Sawsbuck,Sawsbuck (Spring Form),Take Down,Megahorn
5078,Sawsbuck,Sawsbuck (Spring Form),Take Down,Solar Beam
5079,Sawsbuck,Sawsbuck (Spring Form),Take Down,Wild Charge
5080,Sawsbuck,Sawsbuck (Autumn Form),Feint Attack,Hyper Beam
5081,Sawsbuck,Sawsbuck (Autumn Form),Feint Attack,Megahorn
5082,Sawsbuck,Sawsbuck (Autumn Form),Feint Attack,Solar Beam
5083,Sawsbuck,Sawsbuck (Autumn Form),Feint Attack,Wild Charge
5084,Sawsbuck,Sawsbuck (Autumn Form),Take Down,Hyper Beam
5085,Sawsbuck,Sawsbuck (Autumn Form),Take Down,Megahorn
5086,Sawsbuck,Sawsbuck (Autumn Form),Take Down,Solar Beam
5087,Sawsbuck,Sawsbuck (Autumn Form),Take Down,Wild Charge
5088,Sawsbuck,Sawsbuck (Summer Form),Feint Attack,Hyper Beam
5089,Sawsbuck,Sawsbuck (Summer Form),Feint Attack,Megahorn
5090,Sawsbuck,Sawsbuck (Summer Form),Feint Attack,Solar Beam
5091,Sawsbuck,Sawsbuck (Summer Form),Feint Attack,Wild Charge
5092,Sawsbuck,Sawsbuck (Summer Form),Take Down,Hyper Beam
5093,Sawsbuck,Sawsbuck (Summer Form),Take Down,Megahorn
5094,Sawsbuck,Sawsbuck (Summer Form),Take Down,Solar Beam
5095,Sawsbuck,Sawsbuck (Summer Form),Take Down,Wild Charge
5096,Sawsbuck,Sawsbuck (Winter Form),Feint Attack,Hyper Beam
5097,Sawsbuck,Sawsbuck (Winter Form),Feint Attack,Megahorn
5098,Sawsbuck,Sawsbuck (Winter Form),Feint Attack,Solar Beam
5099,Sawsbuck,Sawsbuck (Winter Form),Feint Attack,Wild Charge
5100,Sawsbuck,Sawsbuck (Winter Form),Take Down,Hyper Beam
5101,Sawsbuck,Sawsbuck (Winter Form),Take Down,Megahorn
